M 9
P PRINGLES-ORIGINAL 10
R SPRITE 10
R MONSTER-ENERGY 5
R SUN-CHIPS-HARVEST-CHEDDAR 2
R DORITOS-NACHO-CHEESE 8
O PRINGLES-SOUR-CREAM-&-ONION 1 9
R DR-PEPPER 4
O LAYS-CLASSIC 3 9
R HOSTESS-DONETTES-POWDERED 8
R POCKY-CHOCOLATE 2
O CHEETOS-FLAMIN'-HOT 4 6
P TIC-TAC-ORANGE 10
R FANTA-ORANGE 8
R EXTRA-PEPPERMINT-GUM 2
O DORITOS-NACHO-CHEESE 6 8
R DASANI-WATER 5
O POWERADE 2 5
R NESTEA-LEMON-TEA 4
O PRINGLES-SOUR-CREAM-&-ONION 3 2
R NESTEA-LEMON-TEA 7
R TWIX 1
R POCKY-CHOCOLATE 7
R PRINGLES-SOUR-CREAM-&-ONION 5
O CHEETOS-CRUNCHY 9 10
P TWIX 3
R DASANI-WATER 1
R CHEETOS-CRUNCHY 9
P FIJI-WATER 2
R SKITTLES 7
R SNICKERS 7
R RED-BULL 4
R RED-BULL 3
R PEPSI 6
R TROPICANA-ORANGE-JUICE 10
R CLIF-BAR-CHOCOLATE-CHIP 1
P EXTRA-PEPPERMINT-GUM 1
P PRINGLES-ORIGINAL 3
P LAYS-BARBECUE 8
P MILKY-WAY 9
R KIT-KAT 3
R KIND-BAR-DARK-CHOCOLATE-NUT 1
R KIND-BAR-DARK-CHOCOLATE-NUT 1
R HARIBO-GOLD-BEARS 10
K WHAT-A-MATRAKA
K WHAT-A-MATRAKA
R SMARTWATER 5
P CHEETOS-CRUNCHY 9
R HOSTESS-TWINKIES 10
O HARIBO-GOLD-BEARS 9 10
R KIT-KAT 4
R HOSTESS-DONETTES-POWDERED 8
R EXTRA-PEPPERMINT-GUM 10
R OREO 10
R GATORADE 9
R DORITOS-COOL-RANCH 4
R FIJI-WATER 6
R TWIX 9
P MONSTER-ENERGY 8
O MONSTER-ENERGY 10 6
R TWIX 4
R HOSTESS-TWINKIES 10
P SMARTWATER 9
R EXTRA-PEPPERMINT-GUM 3
M 6
R TASTYKAKE-HONEY-BUN 8
R RED-BULL 6
R MONSTER-ENERGY 4
P ALTOIDS-PEPPERMINT 9
R SKITTLES 6
R TASTYKAKE-HONEY-BUN 9
P DORITOS-COOL-RANCH 2
P SKITTLES 9
O SKITTLES 1 4
P POCKY-CHOCOLATE 3
R TASTYKAKE-HONEY-BUN 5
O GATORADE 8 5
R DASANI-WATER 1
R MILKY-WAY 5
P PLANET-OATS-CHOCOLATE-MILK 8
R OREO 6
O CLIF-BAR-CHOCOLATE-CHIP 8 10
R SPRITE 9
R DR-PEPPER 10
R SMARTWATER 5
R PRINGLES-SOUR-CREAM-&-ONION 5
K WHAT-A-MATRAKA
P SPRITE 3
R TWIX 5
P TIC-TAC-ORANGE 9
P DASANI-WATER 6
K WHAT-A-MATRAKA
R AQUAFINA-WATER 6
R RITZ-CRACKERS 9
M 5
R TIC-TAC-ORANGE 2
R POWERADE 8
P SUN-CHIPS-HARVEST-CHEDDAR 2
R EXTRA-PEPPERMINT-GUM 9
P NESTEA-LEMON-TEA 7
R OREO 1
R CLIF-BAR-CHOCOLATE-CHIP 7
O KIT-KAT 1 5
M 10
P SPRITE 9
R COCA-COLA 3
K WHAT-A-MATRAKA
K WHAT-A-MATRAKA
