O ALTOIDS-PEPPERMINT 9 10
M 7
R DASANI-WATER 10
M 1
R DASANI-WATER 9
R RED-BULL 8
K WHAT-A-MATRAKA
M 7
R DASANI-WATER 2
O OREO 4 10
R STARBUCKS-FRAPPUCCINO 2
R 3-MUSKETEERS 3
P MENTOS-FRUIT 3
O SUN-CHIPS-HARVEST-CHEDDAR 5 9
R MENTOS-FRUIT 2
R GATORADE 8
M 9
P COCA-COLA 9
R M&M 1
R SKITTLES 5
R MOUNTAIN-DEW 3
P KIT-KAT 3
R FIJI-WATER 9
P DR-PEPPER 5
R FIJI-WATER 9
R TRIDENT-SPEARMINT-GUM 10
P TIC-TAC-ORANGE 10
R FIJI-WATER 10
M 10
R CHEETOS-FLAMIN'-HOT 6
O LIFE-SAVERS-GUMMIES 2 4
R MENTOS-FRUIT 4
R LAYS-BARBECUE 4
R DR-PEPPER 1
P 3-MUSKETEERS 4
R SMARTWATER 3
P PEPSI 8
M 1
O COCA-COLA 6 2
M 6
R POCKY-CHOCOLATE 3
P OREO 5
R NESQUIK-CHOCOLATE-MILK 5
R SNICKERS 6
M 8
R TRIDENT-SPEARMINT-GUM 2
P TWIX 4
O COCA-COLA 2 7
P NUTRI-GRAIN-STRAWBERRY 5
M 5
R RITZ-CRACKERS 1
R HOSTESS-TWINKIES 5
R KIT-KAT 7
O NESQUIK-CHOCOLATE-MILK 10 10
R FIJI-WATER 1
O KIT-KAT 9 10
O 3-MUSKETEERS 3 8
R MONSTER-ENERGY 9
R TWIX 6
K WHAT-A-MATRAKA
R TASTYKAKE-HONEY-BUN 2
M 6
O LIFE-SAVERS-GUMMIES 2 8
R SKITTLES 10
R ALTOIDS-PEPPERMINT 8
R AQUAFINA-WATER 3
M 2
R CHEETOS-FLAMIN'-HOT 4
R PLANET-OATS-CHOCOLATE-MILK 8
M 2
R DORITOS-NACHO-CHEESE 1
R TWIX 1
R CLIF-BAR-CHOCOLATE-CHIP 7
R MENTOS-FRUIT 1
R FIJI-WATER 5
O PLANET-OATS-CHOCOLATE-MILK 8 4
M 5
R RITZ-CRACKERS 4
R MILKY-WAY 5
R NESQUIK-CHOCOLATE-MILK 7
R MONSTER-ENERGY 7
R RITZ-CRACKERS 4
R KIND-BAR-DARK-CHOCOLATE-NUT 2
O SPRITE 10 4
O GATORADE 6 8
R HARIBO-GOLD-BEARS 10
R DASANI-WATER 9
R PEPSI 9
R RED-BULL 3
R LAYS-BARBECUE 5
R POWERADE 9
M 4
R SPRITE 1
P CLIF-BAR-CHOCOLATE-CHIP 5
O HOSTESS-DONETTES-POWDERED 8 10
R DR-PEPPER 7
P DORITOS-NACHO-CHEESE 10
R SMARTWATER 4
R HOSTESS-DONETTES-POWDERED 1
M 10
R POWERADE 4
R SMARTWATER 3
P MENTOS-FRUIT 2
P SKITTLES 6
P EXTRA-PEPPERMINT-GUM 7
P CLIF-BAR-CHOCOLATE-CHIP 2
R KIND-BAR-DARK-CHOCOLATE-NUT 6
P LIFE-SAVERS-GUMMIES 3
P OREO 7
P MILKY-WAY 6
R MOUNTAIN-DEW 2
R 3-MUSKETEERS 3
K WHAT-A-MATRAKA
R PEPSI 4
R NUTRI-GRAIN-STRAWBERRY 7
R LAYS-CLASSIC 3
R MILKY-WAY 4
R DASANI-WATER 9
M 5
R LAYS-CLASSIC 7
M 9
R MILKY-WAY 1
P FANTA-ORANGE 6
R CLIF-BAR-CHOCOLATE-CHIP 10
R SPRITE 7
P GATORADE 1
P PEPSI 5
R KIND-BAR-DARK-CHOCOLATE-NUT 4
R DORITOS-NACHO-CHEESE 7
