M 4
M 1
P PRINGLES-SOUR-CREAM-&-ONION 9
R EXTRA-PEPPERMINT-GUM 10
R LAYS-CLASSIC 7
O FIJI-WATER 6 1
P CLIF-BAR-CHOCOLATE-CHIP 8
R OREO 5
K WHAT-A-MATRAKA
R CLIF-BAR-CHOCOLATE-CHIP 1
R NUTRI-GRAIN-STRAWBERRY 4
R SMARTWATER 9
P MENTOS-FRUIT 5
R 3-MUSKETEERS 8
O DORITOS-COOL-RANCH 7 10
R DR-PEPPER 3
M 1
R MOUNTAIN-DEW 7
R LIFE-SAVERS-GUMMIES 2
M 2
R POWERADE 10
P MONSTER-ENERGY 9
P TIC-TAC-ORANGE 8
P DR-PEPPER 7
R DORITOS-COOL-RANCH 1
R TIC-TAC-ORANGE 2
R SNICKERS 5
R SKITTLES 8
R M&M 6
P GATORADE 5
R SKITTLES 9
P CLIF-BAR-CHOCOLATE-CHIP 8
R TASTYKAKE-HONEY-BUN 5
R OREO 7
R NESTEA-LEMON-TEA 9
P TROPICANA-ORANGE-JUICE 9
R PLANET-OATS-CHOCOLATE-MILK 4
R SKITTLES 10
R MOUNTAIN-DEW 7
O M&M 3 10
M 3
R LAYS-BARBECUE 6
R COCA-COLA 1
R CHEETOS-FLAMIN'-HOT 8
M 6
P LAYS-CLASSIC 4
R SMARTWATER 3
O RITZ-CRACKERS 3 4
K WHAT-A-MATRAKA
O CHEETOS-CRUNCHY 4 4
O MENTOS-FRUIT 3 8
O HARIBO-GOLD-BEARS 5 5
P CLIF-BAR-CHOCOLATE-CHIP 7
R POWERADE 3
O GATORADE 4 6
R STARBUCKS-FRAPPUCCINO 4
R STARBUCKS-FRAPPUCCINO 10
O 3-MUSKETEERS 6 2
R SKITTLES 1
P HARIBO-GOLD-BEARS 4
R CHEETOS-CRUNCHY 4
O NESTEA-LEMON-TEA 5 6
O KIT-KAT 4 2
R LIFE-SAVERS-GUMMIES 7
P RED-BULL 3
R TRIDENT-SPEARMINT-GUM 9
R KIND-BAR-DARK-CHOCOLATE-NUT 1
R STARBURST 8
P STARBURST 1
K WHAT-A-MATRAKA
R DR-PEPPER 7
R 3-MUSKETEERS 6
R STARBURST 6
R TIC-TAC-ORANGE 5
P AQUAFINA-WATER 3
R SPRITE 7
R DORITOS-COOL-RANCH 3
R NESTEA-LEMON-TEA 1
R M&M 2
R HOSTESS-DONETTES-POWDERED 5
P FANTA-ORANGE 2
P SUN-CHIPS-HARVEST-CHEDDAR 3
R CLIF-BAR-CHOCOLATE-CHIP 5
R GATORADE 4
R DR-PEPPER 1
R HOSTESS-TWINKIES 5
R FIJI-WATER 4
O FANTA-ORANGE 4 3
O SPRITE 8 3
P PLANET-OATS-CHOCOLATE-MILK 2
P RITZ-CRACKERS 2
R DR-PEPPER 9
O SMARTWATER 6 9
R STARBURST 9
P POWERADE 4
M 5
P TROPICANA-ORANGE-JUICE 8
O TIC-TAC-ORANGE 10 6
R POWERADE 3
P STARBURST 5
R COCA-COLA 1
R DORITOS-NACHO-CHEESE 6
R STARBUCKS-FRAPPUCCINO 4
R HARIBO-GOLD-BEARS 8
R TRIDENT-SPEARMINT-GUM 6
R AQUAFINA-WATER 8
K WHAT-A-MATRAKA
P TIC-TAC-ORANGE 4
R EXTRA-PEPPERMINT-GUM 2
R PEPSI 5
R AQUAFINA-WATER 6
P OREO 1
R DORITOS-COOL-RANCH 4
R TIC-TAC-ORANGE 6
