M 10
O CHEETOS-CRUNCHY 1 7
P MOUNTAIN-DEW 9
P DASANI-WATER 8
R FANTA-ORANGE 6
O HOSTESS-TWINKIES 7 2
P PRINGLES-ORIGINAL 9
O LAYS-BARBECUE 10 3
R SMARTWATER 8
R SNICKERS 7
P NUTRI-GRAIN-STRAWBERRY 8
R EXTRA-PEPPERMINT-GUM 4
R SNICKERS 7
R TASTYKAKE-HONEY-BUN 7
M 8
R NESTEA-LEMON-TEA 3
R DASANI-WATER 8
R OREO 8
R PEPSI 6
P STARBUCKS-FRAPPUCCINO 4
P POCKY-CHOCOLATE 9
R SUN-CHIPS-HARVEST-CHEDDAR 1
O GATORADE 1 6
R PEPSI 3
R RITZ-CRACKERS 7
O OREO 2 3
O SUN-CHIPS-HARVEST-CHEDDAR 2 6
R LAYS-CLASSIC 8
R HOSTESS-DONETTES-POWDERED 5
R PRINGLES-ORIGINAL 4
M 5
P TASTYKAKE-HONEY-BUN 8
O COCA-COLA 9 1
R M&M 10
R CHEETOS-FLAMIN'-HOT 7
R TIC-TAC-ORANGE 10
R FANTA-ORANGE 4
R HOSTESS-DONETTES-POWDERED 8
R DR-PEPPER 10
R RED-BULL 8
R TWIX 4
R DR-PEPPER 5
R POCKY-CHOCOLATE 3
R CLIF-BAR-CHOCOLATE-CHIP 1
R LAYS-CLASSIC 10
P M&M 4
R POCKY-CHOCOLATE 5
R SMARTWATER 8
O NUTRI-GRAIN-STRAWBERRY 2 6
R CHEETOS-FLAMIN'-HOT 9
M 6
R EXTRA-PEPPERMINT-GUM 5
R SUN-CHIPS-HARVEST-CHEDDAR 10
M 7
P DORITOS-COOL-RANCH 7
M 6
R PEPSI 7
R TROPICANA-ORANGE-JUICE 2
R OREO 6
R TROPICANA-ORANGE-JUICE 9
R CLIF-BAR-CHOCOLATE-CHIP 1
R PLANET-OATS-CHOCOLATE-MILK 3
R KIND-BAR-DARK-CHOCOLATE-NUT 7
R ALTOIDS-PEPPERMINT 7
R HOSTESS-TWINKIES 9
R NUTRI-GRAIN-STRAWBERRY 6
O OREO 3 9
P STARBUCKS-FRAPPUCCINO 4
R CLIF-BAR-CHOCOLATE-CHIP 5
R STARBUCKS-FRAPPUCCINO 8
R PRINGLES-SOUR-CREAM-&-ONION 4
R DORITOS-COOL-RANCH 2
P ALTOIDS-PEPPERMINT 3
P LIFE-SAVERS-GUMMIES 5
R DASANI-WATER 5
K WHAT-A-MATRAKA
R SKITTLES 10
P MOUNTAIN-DEW 2
R RITZ-CRACKERS 7
R TROPICANA-ORANGE-JUICE 4
R M&M 7
R RED-BULL 8
R NESTEA-LEMON-TEA 5
R HOSTESS-DONETTES-POWDERED 6
R TROPICANA-ORANGE-JUICE 6
R STARBUCKS-FRAPPUCCINO 1
R HOSTESS-DONETTES-POWDERED 6
P 3-MUSKETEERS 2
R NESTEA-LEMON-TEA 9
R MENTOS-FRUIT 4
R SUN-CHIPS-HARVEST-CHEDDAR 9
R HOSTESS-DONETTES-POWDERED 8
P HOSTESS-DONETTES-POWDERED 8
R SUN-CHIPS-HARVEST-CHEDDAR 3
R AQUAFINA-WATER 5
R RITZ-CRACKERS 1
R SMARTWATER 10
K WHAT-A-MATRAKA
R PEPSI 6
R EXTRA-PEPPERMINT-GUM 8
P CHEETOS-CRUNCHY 5
P CHEETOS-FLAMIN'-HOT 9
R SPRITE 10
O CHEETOS-CRUNCHY 2 6
R FANTA-ORANGE 9
R PEPSI 1
R KIND-BAR-DARK-CHOCOLATE-NUT 6
R MENTOS-FRUIT 3
P EXTRA-PEPPERMINT-GUM 5
R LAYS-BARBECUE 9
R TASTYKAKE-HONEY-BUN 3
